SampleID,Predator.Final,Year,Month,Season,Location,SubSiteID,Complex,RegionCode,Estuary,Latitude,Longitude,Chinook,Chum,Coho,Hake,Herring,Pink,Sockeye
Pv17.C071,Harbour,2017,May,Spring,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,100,0,0,0
Pv17.C072,Harbour,2017,May,Spring,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,100,0,0,0
Pv17.C073,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C074,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,100,0,0
Pv17.C075,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C076,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,96.99675325,0,0
Pv17.C077,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C078,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C079,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,86.10217216,13.89782784,0,0
Pv17.C080,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C081,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,95.10700931,0,0
Pv17.C082,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,5.388069275,0,0
Pv17.C083,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,96.40634723,3.593652769,0,0
Pv17.C084,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv17.C085,Harbour,2017,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,100,0,0,0
Pv18.A001,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0.396139864,0,0,0,0,0
Pv18.A002,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,95.63636364,0,0,0
Pv18.A003,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A004,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A005,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,94.30284858,0,0,5.697151424
Pv18.A006,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,3.5566223,0,0,0,0,0,0
Pv18.A007,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,17.67487164,0,22.26117441,12.91264972,1.671900887,1.541337316
Pv18.A008,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,58.92857143,0,41.07142857,0,0,0
Pv18.A009,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A010,Harbour,2018,Apr,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A011,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A012,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A013,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,37.17948718,0
Pv18.A014a,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A014b,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A015,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A016,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,16.05351171,0,0,83.94648829,0,0
Pv18.A017,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A018,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,3.169572108,0,0,76.22820919,0,0
Pv18.A019,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,1.169590643,75.14619883,0,0
Pv18.A020,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A022,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,25.48798799,6.118618619,0,0
Pv18.A023,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,95.64186725,0,0
Pv18.A024,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A025,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,81.67938931,3.053435115,0
Pv18.A026,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,85.97475456,0,0,0
Pv18.A027,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A028,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,94.95614035,0,0,0
Pv18.A029,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A030,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A031,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A032,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A033,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A034,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A035,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A036,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A037,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A038,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A040,Harbour,2018,May,Spring,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A041,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,7.34588409,0,0,0
Pv18.A043,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A044,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,4.38138479,0,0,26.35641317,0,0
Pv18.A045,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A046,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A047,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A048,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,96.22641509,0,3.773584906,0
Pv18.A049,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,4.14104141,0,0
Pv18.A051,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,16.62870159,0,0
Pv18.A053,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,7.747240857,0,0
Pv18.A054,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,65.625,0,0,0
Pv18.A055,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A056,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,10.12482663,0,0,0
Pv18.A057,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,7.647907648,0,0
Pv18.A058,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,24.4875549,0,0
Pv18.A059,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A060,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,73.07692308,8.689458689,0,0
Pv18.A061,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,2.155172414,0,0
Pv18.A062,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,29.08277405,25.27964206,0,0
Pv18.A063,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,13.63636364,0,0,0
Pv18.A064,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A065,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,13.50596125,0,0
Pv18.A066,Harbour,2018,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A069,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A070,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A071,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A073,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,1.35765804,0,0,6.056427662,92.5859143,0,0
Pv18.A074,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A075,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A076,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A077,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A078,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,17.43589744,9.743589744,0
Pv18.A079,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,12.83905967,0,0
Pv18.A080,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,18.73990307,0,0
Pv18.A081,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,32.84671533,0,0,0
Pv18.A082,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A083,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,29.42567568,0,0
Pv18.A084,Harbour,2018,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,67.0433145,0,0,0
Pv18.A085,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,100
Pv18.A086,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A087,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A088,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,91.72413793,0,0,0
Pv18.A089,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,82.10988346,0,0
Pv18.A090,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.A091,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A093,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,1.009942848,0,0
Pv18.A094,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.A095,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A096,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,93,7,0,0
Pv18.A097,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,93.69277721,6.307222787,0,0
Pv18.A098,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.A099,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,11.08020587,86.37287724
Pv18.A100,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,6.274697724,2.635511755,0,0,2.401847575,88.68794295,0
Pv18.B001,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,69.32816537,0,0
Pv18.B002,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B003,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.B004,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B005,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,7.947019868,0,0
Pv18.B007,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,98.12547819,0,0
Pv18.B008,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B009,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,39.11786616,0,56.99291758,0,0,0,0
Pv18.B010,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,84.41453567,10.25572005,0,0
Pv18.B011,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,82.9015544,14.50777202,0,0
Pv18.B013,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B014,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,4.71957672,0,0
Pv18.B015,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,14.61038961,85.38961039,0,0
Pv18.B016,Harbour,2018,Aug,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B017,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.B018,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,71.04208417,0,0,25.250501
Pv18.B019,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,9.81200999,0,0,0,0,0,90.18799001
Pv18.B020,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,79.32919097,2.393350898,0.965385236,0,11.73120729,0,0
Pv18.B021,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.B022,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,50.10323469,49.89676531,0,0
Pv18.B023,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B026,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B027,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B030,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,95.53571429,0,0,4.464285714
Pv18.B031,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,94.00196657,0,0,0
Pv18.B032,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,6.52173913,0,0,0
Pv18.B033,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B034,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,10.56786188,0,0,0,0,33.805688,0
Pv18.B035,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B036,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,100,0,0,0,0,0,0
Pv18.B037,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B038,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B039,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,84.46043165,0,15.53956835,0,0,0
Pv18.B040,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,93.45991561,0,0,6.540084388,0,0
Pv18.B041,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,100,0,0,0,0,0
Pv18.B042,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,100,0,0,0,0,0
Pv18.B043,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,26,0,74,0,0,0
Pv18.B045,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B046,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B047,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0.109098844,0,57.03687541,42.85402575,0,0
Pv18.B048,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B049,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,98.94921191,0,0
Pv18.B050,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B051,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,69.61208791,30.38791209,0,0,0,0
Pv18.B052,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,95.60312688,0,0,0,4.396873121,0
Pv18.B053,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,95.55236729,0,0,4.447632712,0,0
Pv18.B054,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,51.86851066,48.13148934,0,0,0,0
Pv18.B055,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B057,Harbour,2018,Oct,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,100,0,0,0,0,0
Pv18.B058,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,92.96357616,4.470198675,0,0
Pv18.B060,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.B061,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,100,0,0
Pv18.B062,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,100,0,0,0
Pv18.B063,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,98.46093133,0,0
Pv18.B064,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,6.900328587,0,3.943044907,0,0,0,0
Pv18.B065,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,24.85028408,0,0,0,0,0,75.14971592
Pv18.B066,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,41.77897574,35.57951482,0,0,0
Pv18.B067,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B068,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,45.92222987,0,0
Pv18.B069,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,17.92114695,0,0,0,0,0,0
Pv18.B070,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,0,0
Pv18.B071,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,2.452754322,0,97.54724568,0,0
Pv18.B072,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,100,0,0,0,0,0,0
Pv18.B073,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,98.9164775,0,0,0,0,0,1.083522501
Pv18.B074,Harbour,2018,Sep,Fall,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,98.07395994,0,0
